Test ID,Platform,Category,Test Name,Status,Duration (s),Executed By,Timestamp
TC-0196,Web (Selenium),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 196,PASS,0.38,Automated Runner,2026-07-27 10:11:43
TC-0201,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 201,PASS,3.88,Automated Runner,2026-07-27 08:54:43
TC-0203,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 203,SKIP,2.01,Automated Runner,2026-07-27 10:17:43
TC-0206,Web (Selenium),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 206,PASS,1.88,Automated Runner,2026-07-27 08:42:43
TC-0211,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 211,FAIL,3.97,Automated Runner,2026-07-27 10:29:43
TC-0217,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 217,PASS,0.51,Automated Runner,2026-07-27 09:36:43
TC-0219,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 219,PASS,4.41,Automated Runner,2026-07-27 10:09:43
TC-0221,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 221,PASS,4.24,Automated Runner,2026-07-27 09:58:43
TC-0230,Web (Selenium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 230,PASS,2.5,Automated Runner,2026-07-27 09:08:43
TC-0232,Web (Selenium),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 232,PASS,1.74,Automated Runner,2026-07-27 08:52:43
TC-0237,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 237,PASS,2.52,Automated Runner,2026-07-27 09:42:43
TC-0243,Web (Selenium),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 243,PASS,3.85,Automated Runner,2026-07-27 09:25:43
TC-0245,Web (Selenium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 245,PASS,2.57,Automated Runner,2026-07-27 08:55:43
TC-0251,Web (Selenium),Backend API Integration,Verify Backend API Integration functionality - Case 251,PASS,3.02,Automated Runner,2026-07-27 09:47:43
TC-0253,Web (Selenium),Authentication,Verify Authentication functionality - Case 253,PASS,0.94,Automated Runner,2026-07-27 09:42:43
TC-0256,Web (Selenium),User Profile,Verify User Profile functionality - Case 256,PASS,2.75,Automated Runner,2026-07-27 10:32:43
TC-0259,Web (Selenium),User Profile,Verify User Profile functionality - Case 259,PASS,1.95,Automated Runner,2026-07-27 10:19:43
TC-0262,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 262,PASS,2.38,Automated Runner,2026-07-27 08:59:43
TC-0264,Web (Selenium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 264,PASS,4.17,Automated Runner,2026-07-27 08:35:43
TC-0265,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 265,PASS,2.73,Automated Runner,2026-07-27 09:59:43
TC-0268,Web (Selenium),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 268,PASS,0.97,Automated Runner,2026-07-27 09:06:43
TC-0270,Web (Selenium),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 270,PASS,0.23,Automated Runner,2026-07-27 08:35:43
TC-0274,Web (Selenium),Backend API Integration,Verify Backend API Integration functionality - Case 274,PASS,2.94,Automated Runner,2026-07-27 10:17:43
TC-0279,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 279,PASS,1.83,Automated Runner,2026-07-27 10:08:43
TC-0283,Web (Selenium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 283,PASS,0.9,Automated Runner,2026-07-27 09:08:43
TC-0290,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 290,PASS,0.54,Automated Runner,2026-07-27 10:14:43
TC-0294,Web (Selenium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 294,FAIL,1.3,Automated Runner,2026-07-27 08:38:43
TC-0300,Web (Selenium),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 300,PASS,3.36,Automated Runner,2026-07-27 09:13:43
TC-0301,Web (Selenium),User Profile,Verify User Profile functionality - Case 301,PASS,1.0,Automated Runner,2026-07-27 09:57:43
TC-0309,Web (Selenium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 309,PASS,4.25,Automated Runner,2026-07-27 09:10:43
TC-0310,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 310,PASS,3.1,Automated Runner,2026-07-27 08:51:43
TC-0312,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 312,PASS,3.11,Automated Runner,2026-07-27 08:45:43
TC-0313,Web (Selenium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 313,PASS,1.1,Automated Runner,2026-07-27 09:49:43
TC-0326,Web (Selenium),Authentication,Verify Authentication functionality - Case 326,PASS,0.36,Automated Runner,2026-07-27 09:02:43
TC-0331,Web (Selenium),Backend API Integration,Verify Backend API Integration functionality - Case 331,PASS,1.5,Automated Runner,2026-07-27 09:13:43
TC-0334,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 334,PASS,0.85,Automated Runner,2026-07-27 09:20:43
TC-0337,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 337,PASS,3.0,Automated Runner,2026-07-27 10:07:43
TC-0338,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 338,PASS,2.45,Automated Runner,2026-07-27 08:46:43
TC-0339,Web (Selenium),NeonDB Operations,Verify NeonDB Operations functionality - Case 339,PASS,1.64,Automated Runner,2026-07-27 10:25:43
TC-0344,Web (Selenium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 344,PASS,3.99,Automated Runner,2026-07-27 09:08:43
TC-0350,Web (Selenium),Authentication,Verify Authentication functionality - Case 350,FAIL,1.14,Automated Runner,2026-07-27 10:34:43
TC-0355,Web (Selenium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 355,PASS,0.27,Automated Runner,2026-07-27 09:53:43
TC-0357,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 357,PASS,3.31,Automated Runner,2026-07-27 10:04:43
TC-0360,Web (Selenium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 360,PASS,2.81,Automated Runner,2026-07-27 08:47:43
TC-0365,Web (Selenium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 365,PASS,3.61,Automated Runner,2026-07-27 09:46:43
TC-0367,Web (Selenium),Diet/Nutrition Tracker,Verify Diet/Nutrition Tracker functionality - Case 367,PASS,0.9,Automated Runner,2026-07-27 10:02:43
TC-0369,Web (Selenium),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 369,PASS,3.44,Automated Runner,2026-07-27 08:36:43
TC-0375,Web (Selenium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 375,PASS,0.97,Automated Runner,2026-07-27 09:32:43
TC-0380,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 380,SKIP,1.56,Automated Runner,2026-07-27 09:04:43
TC-0381,Web (Selenium),User Profile,Verify User Profile functionality - Case 381,PASS,4.0,Automated Runner,2026-07-27 09:14:43
TC-0382,Web (Selenium),Authentication,Verify Authentication functionality - Case 382,PASS,0.62,Automated Runner,2026-07-27 09:08:43
TC-0385,Web (Selenium),Authentication,Verify Authentication functionality - Case 385,PASS,1.6,Automated Runner,2026-07-27 09:22:43
TC-0387,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 387,PASS,0.68,Automated Runner,2026-07-27 10:04:43
TC-0388,Web (Selenium),User Profile,Verify User Profile functionality - Case 388,PASS,1.76,Automated Runner,2026-07-27 10:15:43
TC-0392,Web (Selenium),Backend API Integration,Verify Backend API Integration functionality - Case 392,PASS,3.61,Automated Runner,2026-07-27 09:50:43
